Theta               	Rp                  
0,000000000000000   	0,346158300132761   
0,180360721442886   	0,346157839124594   
0,360721442885772   	0,346156456274673   
0,541082164328657   	0,346154152106769   
0,721442885771543   	0,346150927493929   
0,901803607214429   	0,346146783658624   
1,082164328657315   	0,346141722172958   
1,262525050100200   	0,346135744958930   
1,442885771543086   	0,346128854288759   
1,623246492985972   	0,346121052785271   
1,803607214428858   	0,346112343422339   
1,983967935871743   	0,346102729525394   
2,164328657314629   	0,346092214771988   
2,344689378757515   	0,346080803192423   
2,525050100200401   	0,346068499170442   
2,705410821643286   	0,346055307443983   
2,885771543086173   	0,346041233105997   
3,066132264529058   	0,346026281605328   
3,246492985971944   	0,346010458747664   
3,426853707414830   	0,345993770696549   
3,607214428857715   	0,345976223974470   
3,787575150300601   	0,345957825464000   
3,967935871743487   	0,345938582409026   
4,148296593186373   	0,345918502416038   
4,328657314629258   	0,345897593455494   
4,509018036072145   	0,345875863863261   
4,689378757515030   	0,345853322342122   
4,869739478957916   	0,345829977963379   
5,050100200400801   	0,345805840168512   
5,230460921843687   	0,345780918770936   
5,410821643286573   	0,345755223957831   
5,591182364729459   	0,345728766292061   
5,771543086172345   	0,345701556714179   
5,951903807615230   	0,345673606544516   
6,132264529058117   	0,345644927485367   
6,312625250501002   	0,345615531623265   
6,492985971943888   	0,345585431431357   
6,673346693386773   	0,345554639771870   
6,853707414829660   	0,345523169898687   
7,034068136272545   	0,345491035460018   
7,214428857715431   	0,345458250501186   
7,394789579158316   	0,345424829467514   
7,575150300601202   	0,345390787207337   
7,755511022044089   	0,345356138975119   
7,935871743486974   	0,345320900434697   
8,116232464929860   	0,345285087662646   
8,296593186372746   	0,345248717151772   
8,476953907815631   	0,345211805814741   
8,657314629258517   	0,345174370987834   
8,837675350701403   	0,345136430434854   
9,018036072144289   	0,345098002351174   
9,198396793587174   	0,345059105367923   
9,378757515030060   	0,345019758556353   
9,559118236472946   	0,344979981432335   
9,739478957915832   	0,344939793961045   
9,919839679358718   	0,344899216561810   
10,100200400801603  	0,344858270113130   
10,280561122244489  	0,344816975957890   
10,460921843687375  	0,344775355908755   
10,641282565130261  	0,344733432253768   
10,821643286573146  	0,344691227762144   
11,002004008016032  	0,344648765690285   
11,182364729458918  	0,344606069788001   
11,362725450901804  	0,344563164304975   
11,543086172344690  	0,344520073997440   
11,723446893787575  	0,344476824135129   
11,903807615230461  	0,344433440508449   
12,084168336673347  	0,344389949435940   
12,264529058116233  	0,344346377771996   
12,444889779559118  	0,344302752914874   
12,625250501002004  	0,344259102814993   
12,805611222444890  	0,344215455983545   
12,985971943887776  	0,344171841501419   
13,166332665330661  	0,344128289028460   
13,346693386773547  	0,344084828813069   
13,527054108216433  	0,344041491702162   
13,707414829659319  	0,343998309151501   
13,887775551102205  	0,343955313236413   
14,068136272545090  	0,343912536662915   
14,248496993987976  	0,343870012779252   
14,428857715430862  	0,343827775587880   
14,609218436873748  	0,343785859757904   
14,789579158316633  	0,343744300637984   
14,969939879759519  	0,343703134269750   
15,150300601202405  	0,343662397401719   
15,330661322645291  	0,343622127503762   
15,511022044088177  	0,343582362782127   
15,691382765531062  	0,343543142195052   
15,871743486973948  	0,343504505468990   
16,052104208416832  	0,343466493115474   
16,232464929859720  	0,343429146448650   
16,412825651302605  	0,343392507603506   
16,593186372745493  	0,343356619554838   
16,773547094188377  	0,343321526136971   
16,953907815631261  	0,343287272064285   
17,134268537074149  	0,343253902952569   
17,314629258517034  	0,343221465341255   
17,494989979959922  	0,343190006716565   
17,675350701402806  	0,343159575535614   
17,855711422845690  	0,343130221251517   
18,036072144288578  	0,343101994339551   
18,216432865731463  	0,343074946324410   
18,396793587174347  	0,343049129808628   
18,577154308617235  	0,343024598502204   
18,757515030060119  	0,343001407253500   
18,937875751503007  	0,342979612081477   
19,118236472945892  	0,342959270209334   
19,298597194388776  	0,342940440099610   
19,478957915831664  	0,342923181490841   
19,659318637274549  	0,342907555435841   
19,839679358717437  	0,342893624341689   
20,020040080160321  	0,342881452011518   
20,200400801603205  	0,342871103688193   
20,380761523046093  	0,342862646099985   
20,561122244488978  	0,342856147508339   
20,741482965931862  	0,342851677757855   
20,921843687374750  	0,342849308328594   
21,102204408817634  	0,342849112390849   
21,282565130260522  	0,342851164862498   
21,462925851703407  	0,342855542469098   
21,643286573146291  	0,342862323806866   
21,823647294589179  	0,342871589408705   
22,004008016032064  	0,342883421813456   
22,184368737474951  	0,342897905638563   
22,364729458917836  	0,342915127656331   
22,545090180360720  	0,342935176874007   
22,725450901803608  	0,342958144617899   
22,905811623246493  	0,342984124621762   
23,086172344689381  	0,343013213119733   
23,266533066132265  	0,343045508944064   
23,446893787575149  	0,343081113627951   
23,627254509018037  	0,343120131513789   
23,807615230460922  	0,343162669867163   
23,987975951903806  	0,343208838996955   
24,168336673346694  	0,343258752381944   
24,348697394789578  	0,343312526804319   
24,529058116232466  	0,343370282490542   
24,709418837675351  	0,343432143260048   
24,889779559118235  	0,343498236682291   
25,070140280561123  	0,343568694242702   
25,250501002004008  	0,343643651518131   
25,430861723446895  	0,343723248362446   
25,611222444889780  	0,343807629102964   
25,791583166332664  	0,343896942748474   
25,971943887775552  	0,343991343209647   
26,152304609218437  	0,344090989532732   
26,332665330661321  	0,344196046147469   
26,513026052104209  	0,344306683130245   
26,693386773547093  	0,344423076483621   
26,873747494989981  	0,344545408433423   
27,054108216432866  	0,344673867744717   
27,234468937875750  	0,344808650058095   
27,414829659318638  	0,344949958247817   
27,595190380761522  	0,345098002803514   
27,775551102204410  	0,345253002237276   
27,955911823647295  	0,345415183518161   
28,136272545090179  	0,345584782536295   
28,316633266533067  	0,345762044598999   
28,496993987975952  	0,345947224961551   
28,677354709418836  	0,346140589395483   
28,857715430861724  	0,346342414797571   
29,038076152304608  	0,346552989843021   
29,218436873747496  	0,346772615686642   
29,398797595190381  	0,347001606716273   
29,579158316633265  	0,347240291363075   
29,759519038076153  	0,347489012973856   
29,939879759519037  	0,347748130751103   
30,120240480961925  	0,348018020767021   
30,300601202404810  	0,348299077058559   
30,480961923847694  	0,348591712811195   
30,661322645290582  	0,348896361640103   
30,841683366733466  	0,349213478978325   
31,022044088176354  	0,349543543582697   
31,202404809619239  	0,349887059169544   
31,382765531062123  	0,350244556193576   
31,563126252505011  	0,350616593785121   
31,743486973947896  	0,351003761862648   
31,923847695390780  	0,351406683439724   
32,104208416833664  	0,351826017148000   
32,284569138276552  	0,352262460000653   
32,464929859719440  	0,352716750423998   
32,645290581162328  	0,353189671588745   
32,825651302605209  	0,353682055076756   
33,006012024048097  	0,354194784924268   
33,186372745490985  	0,354728802088441   
33,366733466933866  	0,355285109391060   
33,547094188376754  	0,355864777001334   
33,727454909819642  	0,356468948529296   
33,907815631262523  	0,357098847812615   
34,088176352705411  	0,357755786493021   
34,268537074148298  	0,358441172494438   
34,448897795591179  	0,359156519533975   
34,629258517034067  	0,359903457819664   
34,809619238476955  	0,360683746116345   
34,989979959919843  	0,361499285394266   
35,170340681362724  	0,362352134315372   
35,350701402805612  	0,363244526861564   
35,531062124248500  	0,364178892469854   
35,711422845691381  	0,365157879114137   
35,891783567134269  	0,366184379866424   
36,072144288577157  	0,367261563586682   
36,252505010020037  	0,368392910536987   
36,432865731462925  	0,369582253901543   
36,613226452905813  	0,370833828431583   
36,793587174348694  	0,372152327740265   
36,973947895791582  	0,373542972170414   
37,154308617234470  	0,375011589680064   
37,334669338677358  	0,376564712882659   
37,515030060120239  	0,378209696306296   
37,695390781563127  	0,379954859194145   
37,875751503006015  	0,381809660896416   
38,056112224448896  	0,383784918312196   
38,236472945891784  	0,385893078247164   
38,416833667334672  	0,388148562457987   
38,597194388777552  	0,390568210348243   
38,777555110220440  	0,393171855055150   
38,957915831663328  	0,395983085185572   
39,138276553106209  	0,399030270463405   
39,318637274549097  	0,402347971728815   
39,498997995991985  	0,405978926534110   
39,679358717434873  	0,409976925263607   
39,859719438877754  	0,414411119082830   
40,040080160320642  	0,419372739069777   
40,220440881763530  	0,424986112757853   
40,400801603206411  	0,431427906418345   
40,581162324649299  	0,438963644036947   
40,761523046092187  	0,448025410495562   
40,941883767535067  	0,459407748507326   
41,122244488977955  	0,474925811241814   
41,302605210420843  	0,501837158664292   
41,482965931863724  	0,541480375999763   
41,663326653306612  	0,545190307442572   
41,843687374749500  	0,546386256443658   
42,024048096192388  	0,546044211035169   
42,204408817635269  	0,544470268267134   
42,384769539078157  	0,541797581920500   
42,565130260521045  	0,538091771179114   
42,745490981963926  	0,533387150924604   
42,925851703406813  	0,527702745659869   
43,106212424849701  	0,521050692929975   
43,286573146292582  	0,513441275149836   
43,466933867735470  	0,504886261744846   
43,647294589178358  	0,495401303948348   
43,827655310621239  	0,485007730477225   
44,008016032064127  	0,473733909853209   
44,188376753507015  	0,461616254705098   
44,368737474949903  	0,448699897277607   
44,549098196392784  	0,435039042889633   
44,729458917835672  	0,420696999524413   
44,909819639278560  	0,405745882105053   
45,090180360721440  	0,390265996369868   
45,270541082164328  	0,374344917533251   
45,450901803607216  	0,358076291354287   
45,631262525050097  	0,341558398223278   
45,811623246492985  	0,324892532903423   
45,991983967935873  	0,308181262282718   
46,172344689378761  	0,291526629815577   
46,352705410821642  	0,275028377546782   
46,533066132264530  	0,258782254430154   
46,713426853707418  	0,242878473256374   
46,893787575150299  	0,227400368485121   
47,074148296593187  	0,212423294564426   
47,254509018036075  	0,198013790047846   
47,434869739478955  	0,184229018181746   
47,615230460921843  	0,171116480747752   
47,795591182364731  	0,158713989737193   
47,975951903807612  	0,147049871569596   
48,156312625250500  	0,136143371416737   
48,336673346693388  	0,126005220842961   
48,517034068136276  	0,116638330263579   
48,697394789579157  	0,108038568315125   
48,877755511022045  	0,100195592668528   
49,058116232464933  	0,093093700594933   
49,238476953907814  	0,086712672216797   
49,418837675350702  	0,081028584395604   
49,599198396793589  	0,076014578248142   
49,779559118236470  	0,071641568058562   
49,959919839679358  	0,067878883663556   
50,140280561122246  	0,064694842112587   
50,320641282565127  	0,062057247491460   
50,501002004008015  	0,059933820245099   
50,681362725450903  	0,058292559181854   
50,861723446893791  	0,057102040648982   
51,042084168336672  	0,056331660212440   
51,222444889779560  	0,055951822633777   
51,402805611222448  	0,055934086090565   
51,583166332665329  	0,056251266506708   
51,763527054108216  	0,056877507608331   
51,943887775551104  	0,057788321953924   
52,124248496993985  	0,058960607747931   
52,304609218436873  	0,060372645770220   
52,484969939879761  	0,062004080266503   
52,665330661322642  	0,063835887166467   
52,845691382765530  	0,065850332541021   
53,026052104208418  	0,068030923786331   
53,206412825651306  	0,070362355635806   
53,386773547094187  	0,072830452753853   
53,567134268537075  	0,075422110357626   
53,747494989979963  	0,078125234043725   
53,927855711422843  	0,080928679763711   
54,108216432865731  	0,083822194692591   
54,288577154308619  	0,086796359564921   
54,468937875751500  	0,089842532910709   
54,649298597194388  	0,092952797504612   
54,829659318637276  	0,096119909244074   
55,010020040080157  	0,099337248592126   
55,190380761523045  	0,102598774656096   
55,370741482965933  	0,105898981922015   
55,551102204408821  	0,109232859624182   
55,731462925851702  	0,112595853698107   
55,911823647294590  	0,115983831241661   
56,092184368737478  	0,119393047391987   
